Airline,Origin,Destination,Date,Departure Time,Arrival Time,Cabin Class,Flight Duration (hrs),Price (USD)
American Airlines,YVR,FRA,2024-09-12,13:55,09:18,Business,1.57,883.8
Delta,ORD,YYZ,2024-09-15,00:37,06:01,Economy,3.83,1206.26
Air Canada,SFO,MUC,2024-09-13,02:56,12:21,Economy,5.58,1261.58
Air Canada,ATL,FRA,2024-09-18,05:34,23:38,Economy,11.86,989.22
American Airlines,ORD,JFK,2024-09-16,12:44,09:01,First,2.01,2719.71
Delta,SFO,DFW,2024-09-16,01:24,17:09,Business,6.55,3534.81
United,MUC,ATL,2024-09-14,20:03,02:14,Business,5.01,1384.41
Delta,YYZ,LAX,2024-09-14,12:38,09:05,First,10.19,5777.32
United,MUC,LAX,2024-09-15,21:22,20:39,Business,6.3,2873.2
United,YYZ,ATL,2024-09-15,13:46,06:37,First,9.84,5465.25
Lufthansa,YVR,MUC,2024-09-17,17:21,05:16,First,11.45,5555.94
United,YVR,FRA,2024-09-15,08:26,09:26,First,9.11,1992.63
Air Canada,ORD,MUC,2024-09-18,15:00,10:59,Business,5.88,1374.72
Lufthansa,YYZ,FRA,2024-09-14,11:22,05:02,First,1.56,3282.38
Lufthansa,DFW,YYZ,2024-09-14,03:13,17:01,First,8.15,5500.67
United,YVR,LAX,2024-09-13,23:22,22:08,Business,8.24,1745.94
Air Canada,YVR,ORD,2024-09-13,13:45,12:48,First,9.19,5369.85
United,ATL,ORD,2024-09-12,03:28,13:21,Economy,5.04,730.05
American Airlines,ORD,LAX,2024-09-17,21:11,09:33,Business,7.78,206.01
Air Canada,DFW,FRA,2024-09-12,12:00,00:57,Economy,8.4,1116.52
Air Canada,DFW,ORD,2024-09-16,03:13,21:55,Business,3.66,3530.51
Air Canada,LAX,MUC,2024-09-13,10:39,01:48,First,7.89,3305.18
Air Canada,DFW,ATL,2024-09-17,09:46,17:56,Economy,6.47,1428.94
Delta,MUC,LAX,2024-09-18,01:35,10:39,Economy,2.67,579.06
Air Canada,ORD,ATL,2024-09-17,08:24,05:37,Economy,10.3,437.23
United,SFO,DFW,2024-09-12,10:47,04:50,Business,2.27,1716.07
American Airlines,JFK,ORD,2024-09-15,04:20,22:39,First,3.07,1850.26
United,ATL,YVR,2024-09-18,06:04,20:20,Business,10.37,3034.76
United,DFW,YVR,2024-09-13,03:29,14:39,Business,2.34,1640.09
Delta,LAX,JFK,2024-09-12,14:15,13:19,Economy,6.68,1163.72
Delta,LAX,DFW,2024-09-13,14:21,22:27,First,3.68,4371.05
United,SFO,YYZ,2024-09-15,03:55,20:35,First,8.28,4443.05
Lufthansa,DFW,LAX,2024-09-16,11:34,21:10,Economy,5.45,2098.36
Delta,ORD,ATL,2024-09-18,20:13,06:49,Business,2.21,1492.14
Delta,LAX,FRA,2024-09-18,03:23,00:24,First,10.51,468.75
American Airlines,FRA,LAX,2024-09-12,06:05,03:04,First,3.72,5342.1
American Airlines,LAX,FRA,2024-09-16,21:43,17:17,First,2.71,4936.94
Lufthansa,LAX,YYZ,2024-09-13,19:13,04:36,Economy,3.72,1619.1
United,ORD,ATL,2024-09-15,23:45,16:37,First,1.81,5748.2
United,YYZ,SFO,2024-09-14,02:28,08:09,Business,7.45,3630.02
Delta,DFW,JFK,2024-09-16,13:53,21:43,Economy,1.98,1936.22
Delta,YVR,ORD,2024-09-14,19:58,19:40,Business,3.91,1016.35
Lufthansa,YVR,LAX,2024-09-15,21:16,06:11,Economy,9.81,266.47
United,MUC,ORD,2024-09-16,17:32,19:30,Economy,9.55,590.54
Air Canada,ATL,FRA,2024-09-18,07:45,20:46,First,6.88,2221.26
Delta,ATL,DFW,2024-09-17,09:13,17:42,Economy,2.59,522.41
Delta,ATL,ORD,2024-09-14,13:02,08:30,Economy,10.55,1557.18
Air Canada,YYZ,ATL,2024-09-13,23:57,11:10,First,1.91,1283.85
Air Canada,FRA,ORD,2024-09-14,04:29,16:27,Business,6.18,1600.02
United,YVR,ORD,2024-09-17,07:55,15:43,Business,3.51,523.21
United,YVR,ATL,2024-09-17,15:59,02:50,Economy,3.0,1010.09
Delta,JFK,ORD,2024-09-12,12:41,06:00,Business,8.65,1671.5
Air Canada,DFW,JFK,2024-09-17,16:11,07:47,Business,5.2,1330.04
Air Canada,DFW,ATL,2024-09-17,21:52,15:32,Economy,11.7,139.23
United,MUC,ATL,2024-09-12,02:00,22:05,First,6.0,1127.18
Lufthansa,DFW,MUC,2024-09-16,10:08,16:10,Economy,8.58,256.57
Delta,JFK,ATL,2024-09-15,07:10,17:16,First,1.84,4715.69
Delta,ATL,SFO,2024-09-16,08:24,09:14,Economy,6.58,1117.67
Delta,FRA,DFW,2024-09-16,10:01,04:50,Business,1.05,3209.23
Lufthansa,MUC,LAX,2024-09-15,09:10,20:26,Business,11.99,1202.44
American Airlines,YYZ,ORD,2024-09-15,14:44,05:11,Economy,9.88,1489.34
American Airlines,YVR,ATL,2024-09-12,03:55,04:27,Economy,9.99,1397.81
American Airlines,ATL,LAX,2024-09-16,20:02,06:04,Business,5.92,2190.3
United,ATL,MUC,2024-09-16,09:46,20:52,Economy,2.27,1575.47
American Airlines,YVR,FRA,2024-09-16,10:23,10:28,Business,2.39,477.89
United,YYZ,YVR,2024-09-17,07:30,09:50,First,10.6,3968.18
Air Canada,YVR,FRA,2024-09-15,22:23,00:51,Economy,2.44,1409.08
Lufthansa,JFK,ATL,2024-09-18,14:57,05:19,Business,3.85,457.18
United,JFK,ORD,2024-09-15,02:31,00:16,Business,11.06,1188.1
United,DFW,JFK,2024-09-12,03:36,13:49,First,5.88,4119.78
American Airlines,JFK,SFO,2024-09-16,17:26,22:07,First,8.76,3170.89
Lufthansa,ORD,MUC,2024-09-18,02:55,08:30,Business,7.61,470.29
Lufthansa,ORD,ATL,2024-09-13,16:49,10:32,Economy,11.69,1251.05
Delta,ATL,YYZ,2024-09-15,16:15,13:33,First,10.61,705.95
Lufthansa,YVR,JFK,2024-09-12,20:13,17:57,Economy,6.21,1221.96
United,YVR,LAX,2024-09-18,06:00,08:26,Business,6.45,3176.07
American Airlines,ORD,LAX,2024-09-12,09:38,15:08,First,1.15,4074.12
American Airlines,MUC,ATL,2024-09-12,17:00,00:43,First,2.77,1060.92
Delta,SFO,ORD,2024-09-13,15:56,09:26,First,10.63,3953.71
Air Canada,JFK,DFW,2024-09-12,20:47,14:28,Business,3.35,3747.62
Air Canada,YYZ,JFK,2024-09-14,20:36,05:47,Economy,3.36,1100.86
Lufthansa,ATL,FRA,2024-09-12,02:48,18:40,Business,7.67,227.81
Air Canada,YYZ,JFK,2024-09-16,23:53,01:13,Business,10.8,3222.18
Lufthansa,YYZ,LAX,2024-09-15,03:08,02:54,Economy,7.46,2005.63
Lufthansa,ORD,YYZ,2024-09-17,00:51,23:01,First,3.5,2197.71
American Airlines,LAX,ORD,2024-09-17,22:38,21:57,Business,5.15,1149.3
United,JFK,LAX,2024-09-14,02:38,01:48,Economy,2.8,420.14
United,MUC,FRA,2024-09-17,01:24,12:10,Business,1.51,3788.37
American Airlines,YVR,SFO,2024-09-12,18:07,02:39,Economy,4.92,768.34
Delta,DFW,JFK,2024-09-18,01:24,11:39,Economy,1.39,137.5
Delta,YVR,MUC,2024-09-12,05:56,21:24,Business,4.83,539.16
American Airlines,JFK,FRA,2024-09-12,23:25,21:08,First,4.31,2441.48
Lufthansa,ATL,JFK,2024-09-15,05:00,00:00,Economy,11.23,902.95
Air Canada,ORD,LAX,2024-09-14,13:02,07:18,First,11.0,4021.5
Lufthansa,SFO,YVR,2024-09-12,22:30,20:49,Business,2.12,3403.4
American Airlines,YYZ,DFW,2024-09-13,17:48,11:29,First,7.42,2436.51
Delta,MUC,ATL,2024-09-14,02:40,13:19,First,3.54,4510.14
Delta,MUC,YVR,2024-09-14,08:29,01:40,Economy,11.64,1152.43
Delta,MUC,FRA,2024-09-16,16:10,05:42,Economy,8.42,478.18
United,ATL,FRA,2024-09-18,14:36,08:51,First,8.69,4598.87
Air Canada,SFO,MUC,2024-09-16,21:05,06:33,Business,9.56,524.68
United,ATL,SFO,2024-09-14,06:52,21:10,First,7.68,3492.75
Lufthansa,FRA,YYZ,2024-09-14,09:22,07:20,Business,11.06,2350.19
Lufthansa,YVR,ATL,2024-09-17,23:56,08:56,Business,5.68,990.61
United,ATL,JFK,2024-09-12,04:08,06:06,Business,2.82,1188.38
Air Canada,DFW,MUC,2024-09-13,15:03,04:46,First,9.76,5233.02
United,FRA,ORD,2024-09-12,03:20,01:39,Economy,2.66,486.12
Delta,LAX,ORD,2024-09-14,22:06,17:51,First,9.52,5685.76
United,JFK,YYZ,2024-09-18,01:38,05:55,Economy,2.31,1342.73
Delta,YYZ,LAX,2024-09-14,09:28,08:34,First,11.98,5300.7
American Airlines,DFW,MUC,2024-09-12,11:08,11:43,Economy,8.46,1803.42
United,LAX,DFW,2024-09-18,05:55,06:44,Business,8.09,2324.96
Delta,JFK,YYZ,2024-09-14,03:55,08:23,Business,6.04,807.04
American Airlines,JFK,ATL,2024-09-15,04:06,09:41,Economy,2.55,750.14
Lufthansa,FRA,MUC,2024-09-12,04:25,03:25,Business,10.72,3924.35
Delta,ORD,SFO,2024-09-18,04:24,03:31,Economy,7.44,1924.86
Delta,YVR,ORD,2024-09-14,03:28,18:40,Economy,5.73,550.95
Delta,FRA,YYZ,2024-09-16,14:59,22:37,Economy,1.11,1573.02
United,JFK,FRA,2024-09-13,20:44,05:54,First,4.72,5914.48
Delta,SFO,YVR,2024-09-12,03:47,09:56,Business,9.01,1833.85
Lufthansa,JFK,MUC,2024-09-17,03:29,09:53,Economy,7.13,220.07
Lufthansa,FRA,ORD,2024-09-16,04:59,20:46,Economy,10.92,2088.81
American Airlines,LAX,DFW,2024-09-13,04:30,00:46,Business,9.13,3637.43
Delta,YYZ,YVR,2024-09-16,13:37,07:10,First,1.51,6300.72
American Airlines,JFK,ATL,2024-09-13,12:11,18:06,Business,2.49,1623.26
Lufthansa,LAX,MUC,2024-09-12,13:51,07:13,Business,6.39,3340.82
Lufthansa,FRA,MUC,2024-09-17,20:10,15:51,First,7.15,825.4
United,MUC,YYZ,2024-09-16,10:20,04:36,First,9.34,1635.69
Delta,ORD,YYZ,2024-09-18,18:24,03:48,First,6.75,4768.73
United,JFK,DFW,2024-09-14,03:14,06:44,Business,7.47,2442.59
Air Canada,FRA,MUC,2024-09-12,19:06,04:58,Economy,2.55,1922.93
Delta,ATL,FRA,2024-09-12,11:39,16:02,First,3.68,1552.21
United,ATL,SFO,2024-09-18,02:42,18:39,Business,3.28,2715.48
American Airlines,DFW,FRA,2024-09-18,16:39,07:39,Business,1.57,3524.74
Air Canada,JFK,LAX,2024-09-16,19:59,16:04,First,10.18,5922.8
Lufthansa,FRA,ATL,2024-09-16,08:31,14:07,Business,1.68,3830.66
Lufthansa,YVR,YYZ,2024-09-16,19:39,05:15,First,10.37,3485.7
American Airlines,LAX,YYZ,2024-09-15,14:05,19:25,First,2.68,2723.29
Lufthansa,YVR,YYZ,2024-09-12,22:16,11:04,First,7.74,1384.74
United,YYZ,LAX,2024-09-16,14:46,04:44,First,2.28,2976.09
American Airlines,JFK,YVR,2024-09-18,16:03,20:48,Economy,1.26,1989.36
American Airlines,YVR,ATL,2024-09-16,08:01,06:06,First,8.94,4535.29
United,LAX,YVR,2024-09-18,22:44,04:50,Economy,5.39,802.75
American Airlines,YYZ,FRA,2024-09-17,02:40,05:41,Business,11.86,3135.6
Air Canada,ORD,JFK,2024-09-13,12:56,09:40,Business,9.2,1326.0
United,ORD,LAX,2024-09-12,10:56,22:27,Economy,6.9,500.88
United,LAX,FRA,2024-09-17,00:04,04:53,Economy,1.98,1434.36
United,DFW,LAX,2024-09-14,10:45,13:49,Business,10.38,3874.09
Air Canada,ORD,SFO,2024-09-16,10:34,18:12,Business,5.15,2797.34
Air Canada,DFW,SFO,2024-09-13,04:52,22:36,Business,5.64,340.29
Lufthansa,YYZ,YVR,2024-09-12,16:08,02:48,Business,6.85,4233.27
Lufthansa,YYZ,JFK,2024-09-15,10:45,08:58,Business,10.16,3265.1
Air Canada,DFW,YYZ,2024-09-17,21:13,01:10,Economy,6.92,126.38
Lufthansa,MUC,FRA,2024-09-16,04:09,15:41,Business,11.69,2312.2
Lufthansa,MUC,SFO,2024-09-17,13:25,20:58,Business,1.25,4001.31
Delta,YYZ,MUC,2024-09-18,17:48,14:21,Economy,9.1,651.33
Lufthansa,ORD,ATL,2024-09-12,12:11,03:41,First,11.1,508.93
Lufthansa,JFK,ATL,2024-09-16,03:56,19:39,Business,3.6,2824.36
Delta,YYZ,LAX,2024-09-17,19:45,07:59,Economy,9.87,790.57
Air Canada,MUC,SFO,2024-09-12,11:34,10:58,Business,11.45,2498.69
American Airlines,ATL,FRA,2024-09-12,16:05,02:16,First,2.74,1037.97
Air Canada,DFW,MUC,2024-09-15,01:07,22:56,Economy,1.65,747.99
American Airlines,YVR,FRA,2024-09-16,14:17,15:31,First,11.77,5249.57
Air Canada,YVR,DFW,2024-09-13,11:43,15:00,Economy,3.37,1302.04
United,LAX,MUC,2024-09-17,03:48,12:58,First,8.56,3545.36
Delta,FRA,JFK,2024-09-15,06:46,15:08,First,10.83,5918.4
Air Canada,ATL,ORD,2024-09-13,01:41,14:10,First,1.2,5327.55
United,ATL,LAX,2024-09-16,20:21,20:15,First,2.59,3422.73
American Airlines,ORD,LAX,2024-09-12,05:08,06:01,Business,2.36,3226.16
American Airlines,LAX,DFW,2024-09-13,00:47,01:19,Business,7.0,545.61
United,FRA,YVR,2024-09-13,07:10,10:01,First,6.02,1109.14
American Airlines,FRA,JFK,2024-09-18,04:32,09:10,First,10.35,5382.31
American Airlines,MUC,ORD,2024-09-15,01:01,11:09,First,11.83,4552.65
American Airlines,MUC,DFW,2024-09-13,01:01,12:29,First,3.46,3470.84
Lufthansa,DFW,ATL,2024-09-12,22:28,02:36,Economy,8.15,868.57
American Airlines,YYZ,JFK,2024-09-16,22:40,06:36,Economy,10.88,1302.93
Delta,SFO,LAX,2024-09-12,10:59,11:21,First,11.46,470.94
American Airlines,YVR,FRA,2024-09-18,01:58,19:07,Business,8.76,1112.3
United,SFO,MUC,2024-09-13,18:17,14:55,Economy,5.67,1025.33
Lufthansa,ORD,ATL,2024-09-16,18:01,18:16,First,8.64,3120.05
Delta,YVR,YYZ,2024-09-18,22:09,17:34,First,3.78,2392.21
United,MUC,DFW,2024-09-12,06:13,16:36,Economy,2.19,1206.58
Lufthansa,SFO,MUC,2024-09-17,22:13,03:06,Business,7.19,2285.88
American Airlines,DFW,YYZ,2024-09-13,02:04,20:34,Economy,3.23,1688.66
American Airlines,FRA,YVR,2024-09-12,18:18,20:40,First,6.69,5758.66
Air Canada,JFK,DFW,2024-09-18,00:36,07:07,Business,11.62,2043.61
Delta,MUC,FRA,2024-09-15,14:35,06:50,Economy,7.39,700.67
Lufthansa,ATL,JFK,2024-09-17,16:39,18:39,First,7.42,4944.58
American Airlines,SFO,ORD,2024-09-13,17:01,09:33,Business,8.01,1052.4
American Airlines,SFO,ATL,2024-09-17,01:06,08:23,Economy,1.67,1084.39
Air Canada,LAX,YVR,2024-09-16,18:44,03:35,Economy,3.63,1911.01
Air Canada,SFO,YVR,2024-09-13,18:00,08:51,First,9.86,4017.86
Delta,LAX,DFW,2024-09-18,21:30,02:26,First,9.04,696.83
United,SFO,ORD,2024-09-17,20:27,17:50,Business,1.12,2447.14
Air Canada,YVR,JFK,2024-09-12,20:56,17:55,Economy,7.57,1931.13
Delta,LAX,MUC,2024-09-12,18:40,22:25,Economy,4.63,1704.76
Air Canada,YYZ,YVR,2024-09-13,14:04,18:01,Business,9.75,3459.08
United,YVR,SFO,2024-09-16,14:31,13:56,Economy,1.02,635.33
United,SFO,JFK,2024-09-12,23:22,04:23,First,9.02,1609.58
American Airlines,LAX,MUC,2024-09-15,03:26,20:34,Economy,10.88,1608.69
American Airlines,DFW,ATL,2024-09-12,12:21,19:31,Economy,5.87,964.36
Delta,YYZ,JFK,2024-09-14,18:25,08:03,Economy,11.43,877.73
American Airlines,MUC,SFO,2024-09-15,07:09,09:26,Business,10.1,412.6
United,MUC,DFW,2024-09-15,03:40,21:38,First,7.24,2949.41
United,ORD,ATL,2024-09-17,07:08,21:30,Economy,3.18,1672.7
Air Canada,JFK,DFW,2024-09-12,22:17,15:23,Business,3.5,1799.12
United,MUC,ATL,2024-09-18,22:30,08:54,Economy,4.72,1708.81
Air Canada,ORD,LAX,2024-09-13,10:34,08:24,Economy,7.77,1145.57
Lufthansa,JFK,ATL,2024-09-17,16:39,03:58,First,11.09,3152.37
Lufthansa,YVR,JFK,2024-09-14,10:00,03:59,First,1.46,2526.58
Air Canada,DFW,SFO,2024-09-14,15:02,20:32,Business,5.84,732.3
Air Canada,FRA,YVR,2024-09-16,05:57,00:45,Business,7.71,3246.34
Delta,YYZ,MUC,2024-09-18,19:03,01:40,Business,4.94,3915.36
Air Canada,DFW,YYZ,2024-09-14,06:01,21:54,First,6.6,4829.81
Lufthansa,DFW,SFO,2024-09-14,17:30,18:11,Business,9.41,1891.97
Lufthansa,ATL,DFW,2024-09-17,13:37,12:40,Business,9.12,2839.18
United,ORD,YYZ,2024-09-18,17:39,04:18,First,7.9,2479.83
American Airlines,MUC,ORD,2024-09-12,02:19,16:41,Economy,9.0,1399.35
United,ATL,DFW,2024-09-14,11:52,18:01,First,7.94,3118.1
Air Canada,ORD,DFW,2024-09-17,12:56,09:34,Economy,6.67,883.09
American Airlines,MUC,FRA,2024-09-12,14:30,18:26,Economy,1.37,1622.39
Delta,ORD,DFW,2024-09-17,20:58,14:00,Business,1.84,1323.51
Delta,FRA,YVR,2024-09-13,17:58,08:22,First,1.13,3308.5
Lufthansa,DFW,MUC,2024-09-18,20:22,17:06,Business,8.23,2467.33
Lufthansa,JFK,YVR,2024-09-15,09:03,09:19,First,10.49,2746.32
Delta,YYZ,ATL,2024-09-13,00:37,20:17,First,3.61,3726.29
Air Canada,YVR,YYZ,2024-09-12,19:31,08:42,Business,2.25,1551.96
Lufthansa,YYZ,SFO,2024-09-14,22:08,16:47,Business,5.28,4373.47
Lufthansa,DFW,YVR,2024-09-12,08:13,19:42,Economy,1.0,1827.81
Delta,LAX,FRA,2024-09-12,03:50,04:36,Economy,6.87,1494.63
Delta,ATL,YVR,2024-09-16,14:38,16:20,First,9.68,6491.69
Air Canada,YYZ,FRA,2024-09-15,09:56,19:14,Business,3.46,2502.8
Air Canada,SFO,DFW,2024-09-17,20:08,22:12,Business,7.99,1087.39
American Airlines,MUC,ATL,2024-09-18,22:07,03:11,Business,2.77,1638.26
United,JFK,MUC,2024-09-18,02:50,01:45,Economy,1.35,360.51
United,SFO,ORD,2024-09-13,11:42,22:22,Business,5.42,786.42
Lufthansa,DFW,YVR,2024-09-13,01:48,21:21,Business,8.23,269.17
Air Canada,ORD,ATL,2024-09-12,09:25,18:08,Business,1.87,500.34
Delta,DFW,ATL,2024-09-15,08:02,12:38,Business,10.19,4083.33
United,ORD,MUC,2024-09-18,06:20,00:33,First,2.18,4888.24
Delta,DFW,YVR,2024-09-16,01:41,10:30,First,10.67,3785.4
American Airlines,FRA,ATL,2024-09-14,23:53,11:06,Business,2.27,523.51
Air Canada,YYZ,LAX,2024-09-13,06:37,20:45,First,11.57,1882.07
United,DFW,ORD,2024-09-12,12:38,04:30,First,3.98,5897.94
Delta,DFW,LAX,2024-09-13,18:15,05:35,Economy,9.26,707.82
Lufthansa,YVR,SFO,2024-09-13,01:34,04:00,Business,4.32,4319.46
Delta,ATL,LAX,2024-09-12,19:54,22:59,Business,11.25,2926.17
Lufthansa,MUC,YVR,2024-09-13,21:29,13:57,Economy,1.99,1149.94
Lufthansa,LAX,MUC,2024-09-18,12:15,02:37,Business,8.4,1366.0
Air Canada,MUC,LAX,2024-09-12,00:37,00:08,Economy,7.84,1328.1
United,YVR,MUC,2024-09-13,09:45,02:36,First,11.88,2655.16
Air Canada,SFO,JFK,2024-09-12,16:19,11:27,Business,3.03,3645.55
Delta,LAX,SFO,2024-09-16,07:58,11:27,Economy,3.67,158.8
American Airlines,SFO,FRA,2024-09-18,16:24,22:20,Economy,3.6,670.86
United,JFK,SFO,2024-09-14,07:28,16:23,First,7.27,5411.51
United,ATL,SFO,2024-09-15,03:24,06:03,First,6.34,905.39
American Airlines,MUC,YYZ,2024-09-17,14:59,20:43,Business,4.51,848.78
Air Canada,YVR,YYZ,2024-09-12,11:47,14:23,First,7.48,3300.74
Air Canada,YVR,DFW,2024-09-12,17:30,01:05,Economy,8.56,830.62
Lufthansa,FRA,ATL,2024-09-13,10:23,04:15,Business,1.76,556.9
American Airlines,FRA,YVR,2024-09-12,19:55,04:49,Business,5.33,1494.31
Lufthansa,ORD,FRA,2024-09-13,09:25,21:09,First,1.11,5094.29
Lufthansa,YYZ,ORD,2024-09-15,00:25,09:15,First,2.8,3176.74
American Airlines,FRA,DFW,2024-09-18,04:49,03:40,Economy,7.14,804.89
Air Canada,ORD,SFO,2024-09-18,06:06,12:20,Business,11.13,1129.08
American Airlines,YYZ,LAX,2024-09-12,00:32,14:30,First,1.89,2466.99
Delta,SFO,YYZ,2024-09-12,10:03,14:02,Economy,7.66,1819.08
United,LAX,FRA,2024-09-13,20:55,10:45,Economy,2.29,1201.05
American Airlines,YVR,ORD,2024-09-12,17:02,00:33,First,1.8,483.79
Air Canada,SFO,JFK,2024-09-16,09:39,11:36,First,2.18,5494.12
American Airlines,SFO,YVR,2024-09-16,09:35,20:03,First,2.16,4864.4
American Airlines,JFK,ATL,2024-09-18,22:32,23:54,Business,8.78,3224.5
Delta,ATL,JFK,2024-09-14,02:02,08:30,Economy,10.65,1821.28
Delta,SFO,JFK,2024-09-13,12:49,01:54,Business,8.39,370.01
American Airlines,ORD,FRA,2024-09-17,03:36,14:59,First,1.85,401.03
United,SFO,LAX,2024-09-15,06:57,11:08,First,5.09,1235.26
Delta,ATL,MUC,2024-09-12,06:30,02:57,Business,7.25,3207.19
United,MUC,FRA,2024-09-14,14:29,02:06,Economy,9.68,448.65
Lufthansa,FRA,DFW,2024-09-17,05:22,18:36,First,9.89,4898.08
Air Canada,LAX,YYZ,2024-09-16,09:31,01:51,Economy,6.43,356.85
Delta,SFO,ORD,2024-09-14,00:17,22:39,First,2.69,3037.34
Lufthansa,FRA,YVR,2024-09-18,01:01,20:36,Economy,6.26,1355.22
Air Canada,ORD,MUC,2024-09-13,07:23,23:02,First,9.95,1933.95
Delta,SFO,DFW,2024-09-12,22:10,04:52,Business,7.29,3825.45
Delta,FRA,LAX,2024-09-15,20:38,16:41,Economy,2.08,321.06
Delta,DFW,ORD,2024-09-16,06:36,05:20,Business,5.37,2490.3
United,YYZ,ORD,2024-09-13,01:27,17:25,First,10.22,4556.51
Lufthansa,JFK,LAX,2024-09-16,23:08,04:17,Business,4.8,3951.1
Lufthansa,JFK,ORD,2024-09-17,09:21,08:04,Business,10.74,1841.9
United,DFW,YYZ,2024-09-12,00:16,21:04,First,6.35,1631.76
Lufthansa,SFO,LAX,2024-09-16,18:38,22:18,First,6.34,1814.45
Air Canada,ORD,MUC,2024-09-17,22:44,01:00,Business,1.09,1141.82
Delta,DFW,FRA,2024-09-16,14:51,22:58,Economy,8.24,979.68
Air Canada,ATL,YYZ,2024-09-18,01:14,13:15,First,4.57,4306.77
Air Canada,SFO,ATL,2024-09-14,14:26,09:50,Business,8.06,2779.27
American Airlines,MUC,SFO,2024-09-15,22:09,04:12,Economy,12.0,1399.95
Air Canada,ORD,FRA,2024-09-16,03:32,14:50,First,8.39,4975.96
American Airlines,JFK,LAX,2024-09-17,17:52,18:09,Economy,2.81,1371.78
United,ORD,YVR,2024-09-18,02:44,04:38,Economy,1.45,752.28
Delta,FRA,YYZ,2024-09-17,11:05,04:12,Economy,7.68,199.72
American Airlines,ORD,DFW,2024-09-14,01:23,10:18,Business,11.22,1256.26
United,ATL,LAX,2024-09-16,23:38,06:42,Economy,4.39,153.01
Lufthansa,FRA,MUC,2024-09-16,16:34,04:06,Business,6.75,1029.54
American Airlines,FRA,YVR,2024-09-12,17:59,04:38,Economy,4.33,736.25
Air Canada,YVR,DFW,2024-09-17,21:13,18:26,Business,1.49,2855.18
Air Canada,FRA,MUC,2024-09-16,10:37,08:16,Economy,2.17,628.46
United,FRA,SFO,2024-09-17,11:46,02:56,First,7.48,4659.3
American Airlines,YVR,SFO,2024-09-15,14:38,11:15,Economy,8.5,1630.07
Air Canada,ORD,YVR,2024-09-13,20:33,23:29,Economy,10.25,1109.79
Lufthansa,YVR,ATL,2024-09-13,12:21,19:47,Business,9.73,3134.53
American Airlines,ORD,FRA,2024-09-13,20:22,20:17,Business,11.23,3884.11
United,JFK,YVR,2024-09-14,14:25,19:10,Economy,4.04,1454.81
Air Canada,LAX,ORD,2024-09-13,22:43,06:16,Economy,2.54,232.83
Lufthansa,SFO,FRA,2024-09-12,12:03,22:27,Economy,1.21,848.25
American Airlines,LAX,JFK,2024-09-17,21:39,05:50,Economy,6.14,1254.22
Delta,SFO,YVR,2024-09-12,15:55,13:58,Business,11.35,2769.69
Air Canada,YYZ,JFK,2024-09-12,06:41,21:53,Economy,4.81,245.33
Lufthansa,YYZ,FRA,2024-09-18,16:28,05:27,First,11.33,2204.67
United,SFO,MUC,2024-09-14,14:42,16:04,Economy,9.47,496.59
Delta,YVR,DFW,2024-09-16,16:08,23:48,Business,8.51,3419.33
United,ATL,JFK,2024-09-15,09:44,01:31,Business,9.76,2693.6
Lufthansa,DFW,LAX,2024-09-12,22:00,07:21,Economy,9.15,2095.54
Lufthansa,YVR,SFO,2024-09-17,16:07,13:52,Business,4.71,2666.36
Lufthansa,ORD,LAX,2024-09-16,13:44,08:55,First,2.37,6154.44
Lufthansa,MUC,SFO,2024-09-13,09:08,01:09,First,6.77,5801.03
United,LAX,ATL,2024-09-18,03:27,15:32,Business,3.79,3177.41
Lufthansa,SFO,JFK,2024-09-13,19:23,15:00,First,9.78,3140.85
Lufthansa,JFK,MUC,2024-09-17,07:28,08:14,First,9.85,1079.86
Delta,LAX,ORD,2024-09-13,19:14,16:03,First,5.1,1660.74
Delta,SFO,YVR,2024-09-13,13:03,07:52,Economy,11.15,1987.12
Lufthansa,MUC,YVR,2024-09-15,21:25,23:54,Business,4.95,311.36
Lufthansa,YYZ,MUC,2024-09-12,19:47,16:37,First,11.8,2307.79
American Airlines,JFK,YYZ,2024-09-16,17:31,10:09,First,3.35,4214.15
United,ORD,DFW,2024-09-18,18:16,14:57,First,8.1,1325.79
American Airlines,ORD,DFW,2024-09-15,15:37,16:13,First,4.92,5607.69
American Airlines,YYZ,JFK,2024-09-12,07:17,10:00,Economy,8.56,681.2
American Airlines,YVR,FRA,2024-09-18,06:57,08:23,Business,10.15,2692.98
American Airlines,YYZ,SFO,2024-09-13,20:08,03:37,Economy,7.5,779.64
Lufthansa,ORD,YYZ,2024-09-17,18:41,18:54,Economy,9.84,2086.68
United,SFO,LAX,2024-09-12,07:57,07:14,First,10.01,4900.94
Delta,SFO,ORD,2024-09-13,19:38,06:24,Business,10.53,2737.31
United,ATL,YYZ,2024-09-12,03:01,16:45,First,11.38,601.51
Air Canada,ORD,DFW,2024-09-13,20:55,18:39,Economy,9.71,999.4
American Airlines,YVR,JFK,2024-09-12,23:29,09:20,Economy,4.93,365.53
American Airlines,SFO,FRA,2024-09-14,02:49,03:51,First,2.46,2696.13
American Airlines,JFK,YVR,2024-09-14,17:10,15:42,Economy,6.34,1080.59
American Airlines,ATL,ORD,2024-09-12,23:06,12:25,Economy,4.12,1209.41
Lufthansa,ORD,YVR,2024-09-15,02:36,23:55,First,9.41,813.62
Air Canada,MUC,JFK,2024-09-15,12:47,22:22,Economy,4.36,108.71
